"","GHGRP ID","Landfill ID","Landfill Name","State","Landfill Alias","Physical Address","City","County","Zip Code","Latitude","Longitude","Composting?","Ownership Type","Landfill Owner Organization(s)","Landfill Operator Organization","Year Landfill Opened","Landfill Closure Year","Current Landfill Status","Design Landfill Area (acres)","Current Landfill Area (acres)","Design Landfill Depth (feet)","Current Landfill Depth (feet)","Landfill Design Capacity (tons)","Waste in Place (tons)","Waste in Place Year","Annual Waste Acceptance Rate (tons per year)","Annual Waste Acceptance Year","Does LF Recirculate Leachate?","Leachate Recirc Frequency (Past 10 Yrs)","Permitted as RD&D LF?","LFG Generated (mmscfd)","LFG Collection System In Place?","LFG Collected (mmscfd)","LFG Collected Year","Percent Methane","Flares in Place?","Number of Flares","LFG Flared (mmscfd)","LFG Flared Year","Gas Collection System Comments"
"2548",NA,1628,"Sudbury Road LF","WA","Walla Walla LF","414 Landfill Road","Walla Walla","Walla Walla","99362",46.075,-118.41,"No","Public","City of Walla Walla, WA","City of Walla Walla, WA",1978,NA,"Open",NA,NA,NA,NA,2425098,2354940,2018,60638,2001,"Unknown","Not used","No",0.576,"Yes",0.288,NA,46,"Yes",NA,0.288,NA,"4/20-LF has 23 vertical wells & 2 leachate cleanout wells."
"2549",1005619,1609,"Tacoma City Solid Waste Facility","WA","Tacoma LF","3510 S. Mullen Street","Tacoma","Pierce","98409",47.23,-122.499,"No","Public","City of Tacoma, WA","City of Tacoma, WA",1960,2012,"Closed",130,7.5,50,NA,6014715,5588721,2010,72740,2010,"No","Not used","No",0.74,"Yes",0.654,2021,31,"Yes",NA,0.654,2021,"2012-328 wells, system capacity=3340 acfm."
"2550",1004916,1629,"Terrace Heights LF","WA",NA,"7151 Roza Hill Drive","Yakima","Yakima","98901",46.60617,-120.4052,"No","Public","Yakima County, WA","Yakima County, WA",1974,2030,"Open",NA,110,NA,NA,7171348,6966909,2021,194704,2021,"No","Not used","No",1.3,"No",NA,NA,50,"No",NA,NA,NA,"9/12-No active GCCS, but 6 active soil vapor extraction (SVE) wells on the southern boundary installed in 2005 to mitigate subsurface LFG migration, site also has 6 passive LFG vents near northern boundary."
"2551",NA,1615,"Thurston County Waste and Recovery Center","WA","Hawks Prairie LF","2418 Hogum Bay Road N.E.","Olympia","Thurston","98516",47.0671,-122.7646,"No","Public","Thurston County, WA","Thurston County, WA",1970,2000,"Closed",120,NA,80,NA,NA,2135753,NA,130000,NA,"Unknown","Not used","No",NA,"Yes",0.5,NA,30,"Yes",NA,NA,NA,NA
"2552",NA,1630,"Vashon LF","WA",NA,"18910 Westside Highway SW","Vashon Island","King","98038",47.4368,-122.5,"No","Public","King County Solid Waste Division, WA","King County Solid Waste Division, WA",1940,1999,"Closed",NA,NA,NA,NA,NA,477037,1999,8281,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2553",NA,1655,"Whitman County LF","WA",NA,NA,"Pulman","Whitman","99163",NA,NA,"No","Public","Whitman County, WA",NA,1975,1993,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2554",NA,1631,"Yakima Firing Center","WA",NA,NA,"Yakima","Yakima","98901",46.6053,-120.4772,"No","Public","United States Army","United States Army",NA,NA,"Closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2555",NA,1657,"Adams County Resource Recovery LF","WI",NA,"1420 State Road 21","Friendship","Adams","53934",44.02489,-89.84648,"Yes","Public","Adams County, WI",NA,1989,2041,"Open",NA,NA,NA,NA,420000,280556,2008,14409,2008,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2556",1004947,1658,"Brown County East LF","WI",NA,"3800 Heritage Road","De Pere","Brown","54115",44.412,-88.014,"No","Public","Brown County Port & Solid Waste Department, WI","Brown County Port & Solid Waste Department, WI",1979,2003,"Closed",NA,60.2,120,120,4000000,4000000,NA,121843,2003,"Unknown","Not used","No",1.05,"Yes",0.419,2012,52.7,"Yes",1,NA,NA,"2012-91 wells, system capacity=2300 acfm."
"2557",1004742,1659,"Brown County West LF","WI",NA,"3734 Mason Street","Oneida","Brown","54155",44.5122,-88.1545,"Yes","Public","Brown County Port & Solid Waste Department, WI","Brown County Port & Solid Waste Department, WI",1977,1996,"Closed",60,50.9,120,120,3800000,3800000,NA,143243,NA,"Unknown","Not used","No",0.75,"Yes",0.288,2017,52.1,"Yes",1,0.288,2017,"2010-42 wells, system capacity=1700 acfm."
"2558",1001845,1702,"Cranberry Creek Landfill LLC","WI","Tork LF-Seneca LF; Advanced Disposal Cranberry Creek Landfill LLC","2510 Engel Road","Wisconsin Rapids","Wood","54495",44.40918,-89.85482,"Yes","Private","WM","WM",1970,2029,"Open",110.7,68,NA,75,14171801,8635063,2021,198880,2021,"No","Occasionally but not every year","Yes",3.99,"Yes",2.332,2021,46.9,"Yes",1,0.892,2021,"9/10-34 vertical & 11 horizontal wells, system installed in 2002, 1 candlestick flare.; 2012-47 wells, system capacity=4000 acfm."
"2559",NA,1709,"Dane County LF #1-Verona","WI",NA,"6718 E. Verona Avenue","Verona","Dane","53593",42.9928,-89.5261,"No","Public","Dane County Waste & Renewables, WI","Dane County Waste & Renewables, WI",1977,1987,"Closed",50,NA,32,NA,NA,1050000,NA,173405,1986,"Unknown","Not used","No",NA,"Yes",0.18,NA,NA,"Yes",1,NA,NA,"5/05-21 gas collection wells and an enclosed flare installed in 1988."
"2560",1006096,1660,"Dane County LF #2-Rodefeld","WI",NA,"7102 U.S. Highway 12 & 18","Madison","Dane","53718",43.045,-89.254,"Yes","Public","Dane County Waste & Renewables, WI","Dane County Waste & Renewables, WI",1985,2030,"Open",76,76,90,70,7236832,6453440,2021,273471,2021,"Yes","Occasionally but not every year","No",2.831,"Yes",2.634,2021,51.7,"Yes",NA,0.404,2021,"11/09-31 wells installed April 1996, 9 more wells installed Jan. 2000, candlestick flare in Dec. 2003, 4 new wells & 6 replacements in Dec. 2004.; 2012-43 wells, system capacity=1500 acfm."
"2561",1007878,1661,"Deer Track Park Landfill","WI",NA,"N6756 Waldmann Lane","Watertown","Jefferson","53094",43.0869,-88.7566,"No","Private","WM","WM",1975,2034,"Open",NA,86,NA,NA,11372426,8136919,2021,269358,2021,"Yes","Several times per year","Yes",4.34,"Yes",2.289,2021,50.7,"Yes",2,NA,NA,"2012-78 wells, system capacity=5400 scfm."
"2562",NA,1662,"Door County SLF","WI",NA,NA,"Sturgeon Bay","Door","54235",44.8436,-87.3748,"No","Public","Door County, WI","Door County SLF",1980,2001,"Closed",NA,NA,NA,NA,NA,348089,NA,676,2001,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2563",NA,1663,"Easton Town LF","WI",NA,"Evergreen Drive","Easton","Adams","53910",43.8214,-89.8078,"No","Unknown",NA,"Easton Town LF",1970,1990,"Closed",NA,NA,NA,NA,NA,3833,NA,25,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2564",1007212,1712,"Emerald Park Landfill LLC","WI","Veolia ES Emerald Park Landfill, LLC","W124 S10629 S 124th Street","Muskego","Waukesha","53150",42.851,-88.0745,"Yes","Private","GFL Environmental USA Inc.","GFL Environmental USA Inc.",1995,2035,"Open",NA,80.8,NA,75,23508546,16573631,2021,373703,2021,"Yes","Occasionally but not every year","Yes",4.018,"Yes",3.273,2021,49.7,"Yes",1,2.103,2021,"9/10-38 vertical & 12 horizontal wells, system installed in 1998, 1 candlestick flare.; 2012-50 wells, system capacity=4000 acfm."
"2565",1007195,1667,"Glacier Ridge Landfill LLC","WI","Hechimovich SLF; Veolia ES Glacier Ridge Landfill, LLC","N7296 County Road V","Horicon","Dodge","53032",43.465,-88.555,"No","Private","GFL Environmental USA Inc.","GFL Environmental USA Inc.",1960,2028,"Open",127,125.9,NA,80,20676179,15883452,2021,537270,2021,"No","Occasionally but not every year","Yes",3.895,"Yes",3.423,2021,54.9,"Yes",NA,0.776,2021,"2012-42 wells, system capacity=2250 acfm."
"2566",NA,1711,"Green Lake SLF","WI",NA,NA,"Berlin","Green Lake",NA,NA,NA,"No","Private","WM","Valley Trail Recycling & Disposal Facility",1970,NA,"Closed",NA,NA,NA,NA,NA,239952,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,50,"No",NA,NA,NA,NA
"2567",NA,1666,"Hayward Town LF","WI",NA,"U.S. Highway 63 & Stress Road","Hayward","Sawyer","54843",45.996,-91.529,"No","Unknown",NA,"Hayward Town LF",1971,1990,"Closed",NA,NA,NA,NA,NA,133120,NA,6664,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2568",1001847,2152,"Hickory Meadows Landfill LLC","WI","Veolia ES Hickory Meadows Landfill, LLC","W3105 Schneider Road","Hilbert","Calumet","54129",44.105,-88.192,"No","Private","GFL Environmental USA Inc.","GFL Environmental USA Inc.",1999,2029,"Open",NA,57,NA,NA,21088169,14170182,2021,426164,2021,"No","Occasionally but not every year","Yes",3.466,"Yes",2.818,2021,49,"Yes",NA,0.72,2021,"9/10-22 vertical & 2 horizontal wells, system installed in 2004, 1 candlestick flare.; 2012-36 wells, system capacity=1800 acfm."
"2569",NA,21142,"Highway G Sanitary LF","WI",NA,"7001 CR G","Eagle River","Vilas","54521",45.968199,-89.415766,"No","Private","Landfill Venture Group",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,24876,2017,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
"2570",NA,1668,"Hustisford Town LF","WI",NA,NA,"Hustisford Town","Dodge",NA,NA,NA,"No","Unknown",NA,"Hustisford Town LF",1971,1990,"Closed",NA,NA,NA,NA,NA,5150,NA,40,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2571",NA,1669,"Jackson County SLF","WI",NA,NA,"Black River Falls","Jackson","54615",44.2923,-90.8489,"No","Public","Jackson County, WI","Jackson County SLF",1987,1997,"Closed",NA,NA,NA,NA,NA,498202,NA,52600,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2572",1004328,1697,"Janesville City/Rock County Landfill","WI",NA,"525 Blackbridge Road","Janesville","Rock","53545",42.7046,-89.0218,"Yes","Public","City of Janesville, WI","City of Janesville, WI",1985,2036,"Open",NA,70.2,95,80,10181384,5431293,2021,190533,2021,"Yes","Occasionally but not every year","No",2.43,"Yes",0.803,2021,47,"Yes",NA,0,NA,"5/05-35 gas collection wells.; 2012-42 wells, system capacity=1600 acfm, passive vents/flares too."
"2573",1003625,1674,"Kestrel Hawk Landfill","WI","Kestrel Hawk Park LF","1989 Oakes Road","Racine","Racine","53406",42.7074,-87.8703,"No","Private","Republic Services, Inc.","Republic Services, Inc.",1963,2023,"Open",NA,117.1,NA,NA,19515458,14470831,2021,173105,2021,"No","Not used","No",4.12,"Yes",1.689,2021,47.1,"Yes",NA,0.64,2021,"2012-128 wells, system capacity=2039 acfm."
"2574",NA,1670,"Kewaunee County Solid Waste Balefill","WI",NA,"E3726 County Road L","Kewaunee","Kewaunee","54216",44.4323,-87.5628,"No","Public","Kewaunee Solid Waste Department, WI","Kewaunee Solid Waste Department, WI",1984,2016,"Closed",NA,5,NA,50,652740,507200,2010,34824,2016,"Unknown","Not used","No",NA,"Yes",0.086,NA,55,"Yes",1,NA,NA,NA
"2575",1000536,1672,"La Crosse County Landfill","WI",NA,"3200 Berlin Drive
6500 State Road 16","La Crosse","La Crosse","54601",43.878,-91.157,"Yes","Public","La Crosse County Solid Waste, WI","La Crosse County Solid Waste, WI",1976,2055,"Open",51,26,100,50,4697532,2119995,2021,59847,2021,"Yes","Occasionally but not every year","Yes",0.92,"Yes",0.296,2021,47.7,"Yes",1,0,2018,"2002-5 LFG wells installed, 2008-10 LFG wells installed.; 2010-21 wells, system capacity=1065 acfm, John Zink ZEF1030."
"2576",1002208,1673,"Lake Area Landfill","WI","Lake Area Disposal (LAD) Landfill, South Expansion, and NR151 Site","W5987 County Hwy D","Sarona","Washburn","54870",45.689,-91.831,"Yes","Private","Republic Services, Inc.","Republic Services, Inc.",1973,2040,"Open",NA,75.6,NA,NA,12433030,7254343,2021,240485,2021,"Yes","Several times per year","Yes",5.55,"Yes",1.344,2021,44.8,"Yes",1,1.344,2021,"8/03-1 candle flare in place.; 2012-77 wells, system capacity=3000 acfm."
"2577",NA,1675,"Lincoln County SLF","WI",NA,"N4570 Landfill Lane","Merrill","Lincoln","54452",45.2852,-89.6058,"No","Public","Lincoln County, WI","Lincoln County, WI",1989,2024,"Open",NA,NA,NA,NA,495000,307370,2008,41781,2008,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2578",1002038,1676,"Mallard Ridge Landfill Inc.","WI","Greidanus LF; Mallard Ridge LF & Northern Expansion","W8470 State Road 11","Delavan","Walworth","53115",42.64412,-88.7218,"Yes","Private","GFL Environmental USA Inc.","GFL Environmental USA Inc.",1970,2028,"Open",140,112,NA,160,16253782,11691786,2021,221247,2021,"Yes","Occasionally but not every year","Yes",4.955,"Yes",3.505,2021,48.4,"Yes",NA,3.505,2021,"4/09-50 wells throughout all 85 acres.; 2012-77 wells, system capacity=4500 acfm."
"2579",1002307,1678,"Marathon County Landfill","WI","Area A and Area B","18500 East Highway 29","Ringle","Marathon","54471",44.890439,-89.384867,"No","Public","Marathon County, WI","Marathon County, WI",1981,2026,"Open",NA,35,67,39,6578926,5566679,2021,243595,2021,"No","Not used","No",NA,"Yes",1.411,2021,50.9,"Yes",NA,0.521,2021,"2014-44 wells, system capacity=2131 acfm."
"2580",NA,1679,"Marinette/Oconto County LF","WI","MAR/OCO LF","N7785 Shaffer Road","Marinette","Marinette","54114",45.24771,-88.0897,"No","Public","Oconto County, WI","Marinette/Oconto County LF",1988,2023,"Open",NA,NA,NA,NA,888000,420130,2008,17872,2008,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2581",NA,1680,"Markesan City Town of Mackford LF","WI",NA,NA,"Mackford","Green Lake",NA,NA,NA,"No","Public",NA,NA,1968,1990,"Closed",6,NA,NA,NA,NA,7807,NA,0,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2582",1007725,1681,"Metro RDF","WI",NA,"10712 South 124th Street","Franklin","Milwaukee","53132",42.84951,-88.065,"Yes","Private","WM","WM",1951,2032,"Open",NA,155,110,NA,36432221,26961850,2021,726096,2021,"Yes","Several times per year","Yes",6.25,"Yes",4.548,2021,48.6,"Yes",1,1.128,2021,"2012-93 wells, system capacity=7800 acfm."
"2583",NA,1682,"Metropolitan Refuse District Incorporated LF","WI",NA,NA,"Middleton","Dane","53562",43.1055,-89.5061,"No","Private","Landfill Owner of Metropolitan Refuse District Incorporated LF","Metropolitan Refuse District Incorporated LF",1961,1994,"Closed",NA,35,NA,NA,NA,574518,NA,7415,NA,"Unknown","Not used","No",NA,"Yes",NA,NA,45,"Yes",1,0.216,NA,"3/03-Old LF:1961-1980, cover & gccs in 1992, 18 wells, New LF: 1980-1994, gccs & flare in 1998, 10 wells, LFG from both goes to single flare (150 cfm)."
"2584",1001770,1701,"Moccasin Mike SLF","WI","Superior City Mocassin Mike LF","15 Moccasin Mike Road
off Hwy 53 and 2","Superior","Douglas","54880",46.671,-91.9665,"No","Public","City of Superior Public Works, WI","City of Superior Public Works, WI",1976,2026,"Open",NA,31.1,NA,NA,NA,2828889,2021,126600,2021,"No","Not used","No",1.05,"Yes",0.738,2021,41,"Yes",NA,0.738,2021,"2/04-Passive vents, plan to install active GCCS and flare to minimize migration.; 2010-15 wells, system capacity=750 acfm."
"2585",NA,1684,"Montello City LF","WI",NA,"Fern Avenue","Montello","Marquette","53949",43.8044,-89.3252,"No","Unknown",NA,NA,1970,1990,"Closed",NA,NA,NA,NA,NA,29012,1990,238,1990,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2586",NA,1686,"Oneida County SLF and Demolition","WI",NA,NA,"Rhinelander","Oneida","54501",45.64675,-89.54983,"No","Public","Oneida County, WI","Oneida County, WI",1979,2001,"Closed",NA,NA,NA,NA,NA,456458,NA,26289,NA,"Unknown","Not used","No",NA,"Yes",0.4,NA,50,"No",NA,NA,NA,NA
"2587",1006876,2151,"Orchard Ridge RDF","WI","Omega Hills LF; Parkview Recycling LF","W124 N9355 Boundary Road","Menomonee Falls","Waukesha","53051",43.188,-88.0765,"Yes","Private","WM","WM",1950,2027,"Open",342,324,NA,95,NA,37590056,2021,869059,2021,"Yes","Several times per year","Yes",10.35,"Yes",8.06,2021,47.5,"Yes",3,0.064,2021,"9/10-227 wells over 249 acres, system installed in 1985, 3 open flares.; 2012-231 wells, system capacity=11900 acfm."
"2588",1007075,1687,"Outagamie County LF","WI","Appleton Landfill","1419 Holland Road","Appleton","Outagamie","54911",44.2872,-88.3487,"No","Public","Outagamie County, WI","Outagamie County, WI",1975,2023,"Open",460,130.4,65,NA,NA,13681535,2021,773008,2021,"Yes","Occasionally but not every year","No",NA,"Yes",3.46,2021,50.2,"Yes",2,3.46,2021,"1996-Installed 15 gas wells.; 2010-105 wells, system capacity=2770 acfm."
"2589",1007726,1689,"Pheasant Run Recycling and Disposal Facility","WI","Pheasant Run Recycling LF & Northeast Expansion","19414 60th Street","Bristol","Kenosha","53104",42.58275,-88.04383,"Yes","Private","WM","WM",1967,2065,"Open",182,181.7,80,NA,30815795,22910047,2021,207604,2021,"No","Not used","Yes",6.71,"Yes",2.753,2021,49.7,"Yes",1,0.035,2021,"5/05-66 gas collection wells.; 2012-138 wells, system capacity=8350 scfm."
"2590",NA,1690,"Plymouth City LF","WI",NA,NA,"Greenbush","Sheboygan",NA,NA,NA,"No","Public","City of Plymouth, WI",NA,1970,NA,"Closed",NA,NA,NA,NA,NA,10260,NA,120,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2591",NA,1691,"Portage County Sanitary Landfill","WI",NA,"1430 County Road QQ","Custer","Portage","54423",44.5173,-89.3955,"No","Public","Portage County Solid Waste Department","Portage County Solid Waste Department",1982,2007,"Closed",NA,7,NA,30,860250,699000,2003,32500,2003,"Unknown","Not used","No",NA,"Yes",0.144,NA,40,"Yes",1,0.144,NA,NA
"2592",NA,1692,"Prentice Village LF","WI",NA,NA,"Prentice","Price",NA,NA,NA,"No","Unknown",NA,NA,1971,NA,"Closed",NA,NA,NA,NA,NA,3627,NA,110,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2593",NA,1693,"Princeton City LF","WI",NA,"Highway 73","Princeton","Green Lake","54968",43.7958,-89.0838,"No","Public",NA,"Princeton City LF",1957,1990,"Closed",15,NA,NA,NA,NA,5848,NA,0,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2594",1007834,1695,"Ridgeview RDF","WI",NA,"6207 Hempton Lake Road","Whitelaw","Manitowoc","54247",44.1725,-87.8418,"Yes","Private","WM","WM",1976,2039,"Open",146,104.8,NA,88,22429043,15013659,2021,418652,2021,"No","Occasionally but not every year","Yes",3.06,"Yes",2.253,2021,50.5,"Yes",2,0,2018,"5/05-55 wells, mostly perimeter, horiz wells pull from the leachate cleaning lines in active area and deliver a good recovery.; 9/10-76 wells over 86 acres, system installed in 1994, 2 open flares.; 2012-90 wells, system capacity=6050 scfm."
"2595",NA,1683,"Ridgeville Site I","WI",NA,"20448 Junco Road","Norwalk","Monroe","54648",43.873,-90.583,"No","Public","Monroe County Solid Waste, WI","Monroe County Solid Waste, WI",1980,2002,"Closed",NA,NA,16.5,NA,370350,370350,NA,NA,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,"8/09-Gas is passively vented on 6 acres, system was installed in 2005."
"2596",NA,11561,"Ridgeville Site II","WI","Monroe County Sanitary Landfill","20448 Junco Road","Norwalk","Monroe","56648",43.873,-90.578,"No","Public","Monroe County Solid Waste, WI","Monroe County Solid Waste, WI",2002,NA,"Open",NA,5,NA,75,570600,244351,2008,40206,2018,"Unknown","Not used","No",NA,"Yes",0.21,NA,NA,"Yes",1,NA,NA,"8/09-10 passive vents were installed and leachate recirculation occurs."
"2597",NA,1696,"Rio Village LF","WI",NA,NA,"Lowville","Columbia",NA,NA,NA,"No","Unknown",NA,"Rio Village LF",1970,1990,"Closed",NA,NA,NA,NA,NA,2258,NA,30,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2598",NA,1698,"Round Lake Town LF-A Site","WI",NA,"County Highway A","Round Lake","Sawyer",NA,46.0189,-91.1995,"No","Public",NA,"Round Lake Town LF-A Site",1982,1990,"Closed",NA,NA,NA,NA,NA,1508,NA,27,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2599",NA,1699,"Sauk County SLF","WI",NA,"E8795B Evergreen Lane","Baraboo","Sauk","53913",43.5184,-89.878,"No","Public","Sauk County, WI","Sauk County, WI",1983,2005,"Closed",NA,NA,NA,NA,NA,741336,2005,68346,2004,"Unknown","Not used","No",NA,"Yes",0.261,2009,43.4,"Yes",1,NA,NA,"4/05-One small candlestick flare."
"2600",1006964,1665,"Seven Mile Creek Landfill","WI","Seven Mile Creek Landfills 1 & 2","8001 Olson Drive","Eau Claire","Eau Claire","54703",44.8375,-91.3672,"Yes","Private","GFL Environmental USA Inc.","GFL Environmental USA Inc.",1979,2029,"Open",80,55,NA,NA,17078157,10863408,2021,324347,2021,"No","Occasionally but not every year","Yes",3.6,"Yes",2.058,2021,49.6,"Yes",NA,2.058,2021,"9/10-61 vertical wells over the 2 sites, 1 candlestick flare."
"2601",NA,1700,"Sheboygan Falls City LF","WI",NA,"111 Hamann Drive","Sheboygan Falls","Sheboygan","53085",43.7435,-87.8209,"Yes","Public","Sheboygan Falls","Sheboygan Falls City LF",1972,1991,"Closed",NA,NA,NA,NA,NA,146700,NA,7335,NA,"Unknown","Not used","No",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA
"2602",1007705,2407,"Timberline Trail Recycling & Disposal Facility","WI",NA,"N4581 N. Hutchinson Road","Weyerhaeuser","Rusk","54895",45.45417,-91.35838,"No","Private","WM","WM",1995,2035,"Open",NA,44,NA,NA,8675685,4610743,2021,106967,2021,"Yes","Several times per year","Yes",NA,"Yes",1.34,2021,51.2,"Yes",1,0.039,2021,"2012-67 wells, system capacity=3500 acfm."
"2603",1004474,1703,"Troy Area Landfill","WI",NA,"N. 7617 Highway 120","East Troy","Walworth","53120",42.766345,-88.40651,"No","Private","Republic Services, Inc.","Republic Services, Inc.",1987,1996,"Closed",NA,51.8,NA,NA,2695461,2695458,1996,269546,1996,"No","Not used","No",0.714,"Shutdown",0.039,2018,61.2,"Shutdown",NA,0.039,2018,"2010-36 wells, system capacity=150 acfm."
"2604",NA,1704,"Valley Meadows Landfill, LLC","WI","Valley Sanitation Company Incorporated LF","W5429 Hoge Road","Fort Atkinson","Jefferson","53538",42.8579,-88.8002,"No","Private",NA,NA,1976,1999,"Closed",40,NA,50,NA,1878264,1878264,1999,115000,1999,"Unknown","Not used","No",0.6,"Yes",0.33,NA,35.1,"Yes",1,0.33,NA,"9/10-26 vertical wells, 1 candlestick flare, system installed in 1994 for GW remediation."
"2605",1007704,1705,"Valley Trail Recycling & Disposal Facility","WI",NA,"N9101 Willard Road","Berlin","Green Lake","54923",43.95983,-88.90632,"No","Private","WM","WM",1969,2040,"Open",NA,97.5,80,NA,15920266,11729510,2021,239741,2021,"No","Occasionally but not every year","Yes",4.08,"Yes",1.72,2021,52.6,"Yes",1,0.31,2021,"2012-94 wells, system capacity=4100 acfm."
"2606",NA,1713,"Veolia ES Tork LF (old)","WI",NA,NA,"Wisconsin Rapids","Wood",NA,NA,NA,"No","Private",NA,"Tork Landfill Corporation",1970,1988,"Closed",22,NA,50,NA,NA,800000,NA,NA,NA,"Unknown","Not used","No",NA,"Yes",0.5,NA,55,"No",NA,NA,NA,NA
"2607",NA,21143,"Vernon County Solid Waste/Recycling Facility","WI",NA,"S3705 County Road","Viroqua","Vernon","54665",43.59791,-90.839915,"No","Public","Vernon County, WI",NA,NA,NA,"Open",NA,NA,NA,NA,NA,NA,NA,11893,2017,"Unknown","Not used","No",NA,"Unknown",NA,NA,NA,"Unknown",NA,NA,NA,NA
