RawData,Date,Date_Clean,Date_Clean2,Location,Location_Clean1,Type,Type_Clean1,Lat,Lon,FindLocationStart,FindLocationLength,TypeStart,AreThereParen?,,,,,,,,,,,
"July 14, 2016     4713 Calrisle Pike (Aroogas)         Theft by Unlawful Taking    D","July 14, 2016",42565,07/14/16,4713 Calrisle Pike (Aroogas) 17011,4713 Calrisle Pike  17011,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,16,31,47,,,,,,,,,,,,
"May 24, 2016     3543 Simpson Ferry Road (Foot Locker)          Theft by Unlawful Taking     D","May 24, 2016",42514,05/24/16,3543 Simpson Ferry Road (Foot Locker) 17011,3543 Simpson Ferry Road  17011,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,15,40,55,,,,,,,,,,,,
"January 22, 2016     460 Sterling Street (Damco)          Theft by Unlawful Taking    D","January 22, 2016",42391,01/22/16,460 Sterling Street (Damco) 17011,460 Sterling Street  17011,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,19,30,49,,,,,,,,,,,,
"November 23, 2015     410 St Johns Church Road (Coliseum)          Theft by Unlawful Taking    D","November 23, 2015",42331,11/23/15,410 St Johns Church Road (Coliseum) 17011,410 St Johns Church Road  17011,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,20,38,58,,,,,,,,,,,,
"October 15, 2015     17 S 35th Street (Premier Catering)          Theft by Unlawful Taking    D","October 15, 2015",42292,10/15/15,17 S 35th Street (Premier Catering) 17011,17 S 35th Street  17011,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,19,38,57,,,,,,,,,,,,
"July 8, 2015     3543 Simpson Ferry Road (Foot Locker)          Theft by Unlawful Taking    D","July 8, 2015",42193,07/08/15,3543 Simpson Ferry Road (Foot Locker) 17011,3543 Simpson Ferry Road  17011,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,15,40,55,,,,,,,,,,,,
"June 28, 2015     5100 block of Inverness Drive          Theft by Unlawful Taking    D","June 28, 2015",42183,06/28/15,5100 block of Inverness Drive 17011,#VALUE!,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,16,32,48,,,,,,,,,,,,
"June 25, 2015     415 St Johns Church Road (Method 3)         Theft by Unlawful Taking    D","June 25, 2015",42180,06/25/15,415 St Johns Church Road (Method 3) 17011,415 St Johns Church Road  17011,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,16,38,54,,,,,,,,,,,,
"June 8, 2015     17 South 35th Street (Premier Caterers)          Theft by Unlawful Taking    D","June 8, 2015",42163,06/08/15,17 South 35th Street (Premier Caterers) 17011,17 South 35th Street  17011,Theft by Unlawful Taking D,Theft by Unlawful Taking ,#VALUE!,,15,42,57,,,,,,,,,,,,
"December 13, 2015      4900 block of Carlisle Pike           Theft from a Motor Vehicle","December 13, 2015",42351,12/13/15,4900 block of Carlisle Pike 17011,#VALUE!,Theft f,Theft from a Motor Vehicle,#VALUE!,,20,31,51,,,,,,,,,,,,
"August 13, 2015     3400 block of Simpson Ferry Road          Theft from a Motor Vehicle    D-ARREST","August 13, 2015",42229,08/13/15,3400 block of Simpson Ferry Road 17011,#VALUE!,Theft from a Motor Vehicle D-ARREST,Theft from a Motor Vehicle,,,18,35,53,,,,,,,,,,,,
"December 7, 2016     6281 Carlisle Pike (Lehman Volvo)         Theft from a Motor Vehicle","December 7, 2016",42711,12/07/16,6281 Carlisle Pike (Lehman Volvo) 17011,6281 Carlisle Pike  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,36,55,,,,,,,,,,,,
"November 27, 2016     400 block of Barbara Drive          Theft from a Motor Vehicle","November 27, 2016",42701,11/27/16,400 block of Barbara Drive 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,29,49,,,,,,,,,,,,
"November 22, 2016     400 block of Berkshire Lane         Theft from a Motor Vehicle","November 22, 2016",42696,11/22/16,400 block of Berkshire Lane 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,30,50,,,,,,,,,,,,
"November 20, 2016     39th Street/Market Street          Theft from a Motor Vehicle","November 20, 2016",42694,11/20/16,39th Street/Market Street 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,28,48,,,,,,,,,,,,
"November 11, 2016     420 St Johns Church Road (Westys)          Theft from a Motor Vehicle","November 11, 2016",42685,11/11/16,420 St Johns Church Road (Westys) 17011,420 St Johns Church Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,36,56,,,,,,,,,,,,
"November 7, 2016     400 block of Brook Circle          Theft from a Motor Vehicle","November 7, 2016",42681,11/07/16,400 block of Brook Circle 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,28,47,,,,,,,,,,,,
"October 26, 2016     3400 block of Simpson Ferry Road          Theft from a Motor Vehicle","October 26, 2016",42669,10/26/16,3400 block of Simpson Ferry Road 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,35,54,,,,,,,,,,,,
"October 19, 2016     5300 block of Simpson Ferry Road          Theft from a Motor Vehicle","October 19, 2016",42662,10/19/16,5300 block of Simpson Ferry Road 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,35,54,,,,,,,,,,,,
"September 1, 2016     400 block of Barbara Drive         Theft from a Motor Vehicle","September 1, 2016",42614,09/01/16,400 block of Barbara Drive 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,29,49,,,,,,,,,,,,
"August 26, 2016     4100 block of Kittatinny Drive           Theft from a Motor Vehicle","August 26, 2016",42608,08/26/16,4100 block of Kittatinny Drive 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,18,33,51,,,,,,,,,,,,
"August 20, 2016     4800 block of Carlisle Pike          Theft from a Motor Vehicle","August 20, 2016",42602,08/20/16,4800 block of Carlisle Pike 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 18, 2016     1000 block of Baythorne Drive          Theft from a Motor Vehicle","August 18, 2016",42600,08/18/16,1000 block of Baythorne Drive 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,18,32,50,,,,,,,,,,,,
"August 5, 2016     5600 block of Barbara Drive          Theft from a Motor Vehicle","August 5, 2016",42587,08/05/16,5600 block of Barbara Drive 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,17,30,47,,,,,,,,,,,,
"July 31, 2016     4100 block of Kittatinny Drive          Theft from a Motor Vehicle","July 31, 2016",42582,07/31/16,4100 block of Kittatinny Drive 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,33,49,,,,,,,,,,,,
"July 30, 2016     4100 block of Mountain View Road          Theft from a Motor Vehicle","July 30, 2016",42581,07/30/16,4100 block of Mountain View Road 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,35,51,,,,,,,,,,,,
"July 29, 2016     5400 block of Eagles Ridge Lane          Theft from a Motor Vehicle","July 29, 2016",42580,07/29/16,5400 block of Eagles Ridge Lane 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,34,50,,,,,,,,,,,,
"July 24, 2016     6400 block of Creekbend Drive         Theft from a Motor Vehicle","July 24, 2016",42575,07/24/16,6400 block of Creekbend Drive 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,32,48,,,,,,,,,,,,
"July 20, 2016     1300 block of Abington Way         Theft from a Motor Vehicle","July 20, 2016",42571,07/20/16,1300 block of Abington Way 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,29,45,,,,,,,,,,,,
"July 20, 2016     1200 block of Summit Way         Theft from a Motor Vehicle","July 20, 2016",42571,07/20/16,1200 block of Summit Way 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,27,43,,,,,,,,,,,,
"July 13, 2016     300 block of Lamp Post Lane         Theft from a Motor Vehicle","July 13, 2016",42564,07/13/16,300 block of Lamp Post Lane 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,30,46,,,,,,,,,,,,
"June 28, 2016     4800 block of Charles Road         Theft from a Motor Vehicle","June 28, 2016",42549,06/28/16,4800 block of Charles Road 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,29,45,,,,,,,,,,,,
"June 28, 2016     300 block of Kay Road         Theft from a Motor Vehicle","June 28, 2016",42549,06/28/16,300 block of Kay Road 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,24,40,,,,,,,,,,,,
"June 27, 2016     6115 Carlisle Pike (Freysinger Hyundai)         Theft from a Motor Vehicle","June 27, 2016",42548,06/27/16,6115 Carlisle Pike (Freysinger Hyundai) 17011,6115 Carlisle Pike  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,42,58,,,,,,,,,,,,
"June 10, 2016     6100 block of Wallingford Way         Theft from a Motor Vehicle","June 10, 2016",42531,06/10/16,6100 block of Wallingford Way 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,16,32,48,,,,,,,,,,,,
"June 4, 2016     2240 Millenium Way (Als of Hampden)         Theft from a Motor Vehicle","June 4, 2016",42525,06/04/16,2240 Millenium Way (Als of Hampden) 17011,2240 Millenium Way  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,15,38,53,,,,,,,,,,,,
"April 27, 2016     5200 block of Simpson Ferry Road          Theft from a Motor Vehicle","April 27, 2016",42487,04/27/16,5200 block of Simpson Ferry Road 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,17,35,52,,,,,,,,,,,,
"April 17, 2016     6100 block of Log Cabin Trail          Theft from a Motor Vehicle","April 17, 2016",42477,04/17/16,6100 block of Log Cabin Trail 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,17,32,49,,,,,,,,,,,,
"March 20, 2016     3431 Simpson Ferry Road (Cinema Center)         Theft from a Motor Vehicle","March 20, 2016",42449,03/20/16,3431 Simpson Ferry Road (Cinema Center) 17011,3431 Simpson Ferry Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,17,42,59,,,,,,,,,,,,
"February 29, 2016     First block of Maybelle Court         Theft from a Motor Vehicle","February 29, 2016",42429,02/29/16,First block of Maybelle Court 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,32,52,,,,,,,,,,,,
"February 8, 2016     410 Fallowfield Road (YMCA)          Theft from a Motor Vehicle","February 8, 2016",42408,02/08/16,410 Fallowfield Road (YMCA) 17011,410 Fallowfield Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"February 2, 2016     4830 Carlisle Pike (Planet Fitness)          Theft from a Motor Vehicle","February 2, 2016",42402,02/02/16,4830 Carlisle Pike (Planet Fitness) 17011,4830 Carlisle Pike  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,38,57,,,,,,,,,,,,
"February 2, 2016     5103 Carlisle Pike (Momentum Fitness)          Theft from a Motor Vehicle","February 2, 2016",42402,02/02/16,5103 Carlisle Pike (Momentum Fitness) 17011,5103 Carlisle Pike  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,40,59,,,,,,,,,,,,
"January 25, 2016     410 Fallowfield Road (YMCA)          Theft from a Motor Vehicle","January 25, 2016",42394,01/25/16,410 Fallowfield Road (YMCA) 17011,410 Fallowfield Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 17, 2016     410 Fallowfield Road (YMCA)          Theft from a Motor Vehicle","January 17, 2016",42386,01/17/16,410 Fallowfield Road (YMCA) 17011,410 Fallowfield Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 17, 2016     4800 block of Carlisle Pike          Theft from a Motor Vehicle","January 17, 2016",42386,01/17/16,4800 block of Carlisle Pike 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 15, 2016     410 Fallowfield Road (YMCA)          Theft from a Motor Vehicle","January 15, 2016",42384,01/15/16,410 Fallowfield Road (YMCA) 17011,410 Fallowfield Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 14, 2016     6300 block of Galleon Drive          Theft from a Motor Vehicle","January 14, 2016",42383,01/14/16,6300 block of Galleon Drive 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 13, 2016     410 Fallowfield Road (YMCA)          Theft from a Motor Vehicle","January 13, 2016",42382,01/13/16,410 Fallowfield Road (YMCA) 17011,410 Fallowfield Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"January 12, 2016     2200 block of Millennium Way          Theft from a Motor Vehicle","January 12, 2016",42381,01/12/16,2200 block of Millennium Way 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,31,50,,,,,,,,,,,,
"January 4, 2016     410 Fallowfield Road (YMCA)          Theft from a Motor Vehicle","January 4, 2016",42373,01/04/16,410 Fallowfield Road (YMCA) 17011,410 Fallowfield Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,18,30,48,,,,,,,,,,,,
"January 3, 2016     410 Fallowfield Road (YMCA)          Theft from a Motor Vehicle","January 3, 2016",42372,01/03/16,410 Fallowfield Road (YMCA) 17011,410 Fallowfield Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,18,30,48,,,,,,,,,,,,
"December 31, 2015     6320 Carlisle Pike (McCafferty Ford)          Theft from a Motor Vehicle","December 31, 2015",42369,12/31/15,6320 Carlisle Pike (McCafferty Ford) 17011,6320 Carlisle Pike  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,39,59,,,,,,,,,,,,
"December 26, 2015     6391 Carlisle Pike (Toys R Us)           Theft from a Motor Vehicle","December 26, 2015",42364,12/26/15,6391 Carlisle Pike (Toys R Us) 17011,6391 Carlisle Pike  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,33,53,,,,,,,,,,,,
"December 20, 2015     1000 block of Tunbridge Lane           Theft from a Motor Vehicle","December 20, 2015",42358,12/20/15,1000 block of Tunbridge Lane 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,31,51,,,,,,,,,,,,
"December 19, 2015     1800 block of Silver Pine Circle           Theft from a Motor Vehicle","December 19, 2015",42357,12/19/15,1800 block of Silver Pine Circle 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,35,55,,,,,,,,,,,,
"November 23, 2015     95 Gateway Drive (Skyzone)          Theft from a Motor Vehicle","November 23, 2015",42331,11/23/15,95 Gateway Drive (Skyzone) 17011,95 Gateway Drive  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,29,49,,,,,,,,,,,,
"November 16, 2015     6366 Basehore Road (Road Scholar Trucking)          Theft from a Motor Vehicle","November 16, 2015",42324,11/16/15,6366 Basehore Road (Road Scholar Trucking) 17011,6366 Basehore Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,45,65,,,,,,,,,,,,
"November 5, 2015     6300 block of Peregrine Way          Theft from a Motor Vehicle","November 5, 2015",42313,11/05/15,6300 block of Peregrine Way 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"October 24, 2015     2300 block of Claridge Court          Theft from a Motor Vehicle","October 24, 2015",42301,10/24/15,2300 block of Claridge Court 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,31,50,,,,,,,,,,,,
"October 23, 2015     6200 block of Crofton Court           Theft from a Motor Vehicle","October 23, 2015",42300,10/23/15,6200 block of Crofton Court 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"October 22, 2015     300 block of Lamp Post Lane          Theft from a Motor Vehicle","October 22, 2015",42299,10/22/15,300 block of Lamp Post Lane 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"October 22, 2015     3800 block of Copperkettle Road          Theft from a Motor Vehicle","October 22, 2015",42299,10/22/15,3800 block of Copperkettle Road 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,34,53,,,,,,,,,,,,
"October 22, 2015     6100 block of Carlisle Pike           Theft from a Motor Vehicle","October 22, 2015",42299,10/22/15,6100 block of Carlisle Pike 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"October 22, 2015     200 block of Lamp Post Lane          Theft from a Motor Vehicle","October 22, 2015",42299,10/22/15,200 block of Lamp Post Lane 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"October 22, 2015     300 block of Lamp Post Lane          Theft from a Motor Vehicle","October 22, 2015",42299,10/22/15,300 block of Lamp Post Lane 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"October 22, 2015     First block of Chestnut Circle          Theft from a Motor Vehicle","October 22, 2015",42299,10/22/15,First block of Chestnut Circle 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,33,52,,,,,,,,,,,,
"October 17, 2015     6000 block of Carlisle Pike          Theft from a Motor Vehicle","October 17, 2015",42294,10/17/15,6000 block of Carlisle Pike 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,30,49,,,,,,,,,,,,
"October 14, 2015     1000 block of Baythorne Drive          Theft from a Motor Vehicle","October 14, 2015",42291,10/14/15,1000 block of Baythorne Drive 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,19,32,51,,,,,,,,,,,,
"September 13, 2015     4700 block of Brian Road           Theft from a Motor Vehicle","September 13, 2015",42260,09/13/15,4700 block of Brian Road 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,21,27,48,,,,,,,,,,,,
"September 4, 2015     4510 Marketplace Way (Giant)          Theft from a Motor Vehicle","September 4, 2015",42251,09/04/15,4510 Marketplace Way (Giant) 17011,4510 Marketplace Way  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,20,31,51,,,,,,,,,,,,
"August 30, 2015     2300 block of Woodstream Way          Theft from a Motor Vehicle","August 30, 2015",42246,08/30/15,2300 block of Woodstream Way 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,18,31,49,,,,,,,,,,,,
"August 28, 2015     4900 block of Carlisle Pike          Theft from a Motor Vehicle","August 28, 2015",42244,08/28/15,4900 block of Carlisle Pike 17011,#VALUE!,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,18,30,48,,,,,,,,,,,,
"August 2, 2015     3431 Simpson Ferry Road (Cinema Center)          Theft from a Motor Vehicle","August 2, 2015",42218,08/02/15,3431 Simpson Ferry Road (Cinema Center) 17011,3431 Simpson Ferry Road  17011,Theft from a Motor Vehicle,Theft from a Motor Vehicle,#VALUE!,,17,42,59,,,,,,,,,,,,
